ID,Year_Birth,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Day_Customer_Enroll,Month_Customer_Enroll,Year_Customer_Enroll,Total_Children,Age,Education_Encoded,Country_AUS,Country_CA,Country_GER,Country_IND,Country_ME,Country_SA,Country_SP,Country_US,Income_Normalized,Total_Spending_Standardized,MntWines_Standardized,MntFruits_Standardized,MntMeatProducts_Standardized,MntFishProducts_Standardized,MntSweetProducts_Standardized,MntGoldProds_Standardized,Marital_Status_Standardized
4910,1967,0,0,81,1,11,5,13,7,0,0,0,0,0,0,0,30,8,2012,0,58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1008,2.4384,2.4607,2.7084,0.9618,2.5171,2.5911,1.3609,0.1395
564,1981,1,0,81,7,8,6,9,6,0,1,0,0,0,1,0,4,8,2012,1,44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.083,0.4986,1.3136,-0.4603,-0.1859,-0.4857,-0.4619,-0.6907,0.0748
8931,1986,1,0,82,1,11,4,10,5,0,0,0,1,0,0,0,18,5,2014,1,39,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1223,1.9186,1.5097,1.8282,1.1701,3.6523,2.9545,-0.2113,0.0748
1998,1976,1,0,82,1,2,1,3,6,0,0,0,0,0,0,0,7,2,2014,1,49,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0541,-0.8666,-0.8021,-0.5106,-0.6468,-0.4857,-0.5588,-0.6907,0.0198
1250,1976,1,0,82,1,2,1,3,6,0,0,0,0,0,0,0,7,2,2014,1,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0541,-0.8666,-0.8021,-0.5106,-0.6468,-0.4857,-0.5588,-0.6907,0.0198
8397,1951,1,1,82,2,1,1,2,7,1,0,0,0,0,0,0,10,1,2014,2,74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0646,-0.9496,-0.8497,-0.6614,-0.7177,-0.6871,-0.6557,-0.6331,-0.433
9672,1970,1,1,82,3,1,1,3,6,0,0,0,0,0,0,0,21,12,2013,2,55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322,-0.8982,-0.8794,-0.586,-0.6999,-0.3392,-0.5588,-0.4222,-0.433
2125,1959,0,0,82,1,3,4,8,2,0,0,0,0,0,0,0,15,11,2013,0,66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0922,0.8241,-0.3267,0.8726,1.3872,3.4325,2.058,-0.2688,0.1395
5975,1967,1,0,82,1,2,0,3,7,0,0,0,0,0,0,0,30,9,2013,1,58,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,-0.9115,-0.7932,-0.6614,-0.6645,-0.6871,-0.6557,-0.7865,0.0198
983,1984,1,0,82,1,6,2,3,8,1,0,0,0,0,0,0,28,9,2013,1,41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0576,-0.3185,-0.5763,0.0678,-0.3321,-0.1744,-0.4134,1.9361,-0.433
9938,1954,0,0,82,1,4,6,6,2,0,0,1,0,0,0,0,19,9,2013,0,71,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1178,1.6512,0.6391,-0.2339,2.8629,-0.1927,3.536,0.1338,-0.433
4385,1981,1,0,82,2,3,0,3,6,0,0,0,0,0,0,0,31,5,2013,1,44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0516,-0.9281,-0.8348,-0.6614,-0.6733,-0.6871,-0.6073,-0.7098,0.0198
1612,1981,1,0,82,2,3,0,3,6,0,0,0,0,0,0,0,31,5,2013,1,44,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776,-0.9281,-0.8348,-0.6614,-0.6733,-0.6871,-0.6073,-0.7098,0.0198
803,1968,1,1,82,1,0,1,2,5,0,0,0,0,0,0,0,5,4,2013,2,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0583,-0.9712,-0.8675,-0.6614,-0.7177,-0.6871,-0.6557,-0.7674,0.0748
10675,1956,0,1,82,2,9,3,5,5,0,0,0,0,0,1,0,3,4,2013,1,69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0972,0.9221,1.798,-0.3848,0.2262,-0.6871,-0.6557,-0.4031,-0.433
7004,1984,1,0,82,3,3,1,2,9,1,0,0,0,0,0,0,16,3,2013,1,41,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014,-0.8666,-0.8318,-0.586,-0.6246,-0.5589,-0.6315,-0.4031,0.0198
4432,1976,1,0,82,2,2,0,3,7,0,0,0,0,0,0,0,16,3,2013,1,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0449,-0.9214,-0.8972,-0.586,-0.6512,-0.5772,-0.3892,-0.6715,0.1395
5079,1971,1,1,82,4,2,1,3,8,0,0,0,0,0,0,0,3,3,2013,2,54,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0738,-0.845,-0.6922,-0.6363,-0.6689,-0.6871,-0.6557,-0.6715,-0.433
4475,1949,0,0,82,1,7,8,9,5,0,0,0,0,0,0,0,16,2,2013,0,76,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1013,3.0463,3.0045,-0.1082,2.7166,1.9678,-0.6557,2.5688,-0.433
10868,1951,0,0,82,2,3,4,10,3,0,0,0,0,0,0,0,6,2,2013,0,74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1039,1.1064,0.1191,0.4702,2.1583,1.2171,-0.3892,1.3417,3.841
6742,1979,1,0,82,1,1,0,2,8,0,0,0,0,0,0,1,13,1,2013,1,46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024,-0.9878,-0.8972,-0.6112,-0.7354,-0.6321,-0.6315,-0.8057,-0.433
5692,1989,1,0,82,1,1,0,3,8,0,0,0,0,0,0,0,22,12,2012,1,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0357,-0.953,-0.9002,-0.5609,-0.7265,-0.5406,-0.4377,-0.7098,-0.433
339,1972,0,1,82,2,9,2,5,7,0,1,0,0,0,1,0,23,11,2012,1,53,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0833,-0.1824,0.4697,-0.6614,-0.6335,-0.5772,-0.6557,-0.7674,-0.433
10398,1981,1,0,82,1,1,0,2,7,0,0,0,0,0,0,0,27,8,2012,1,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.034,-0.9546,-0.9002,-0.5106,-0.731,-0.5406,-0.6073,-0.614,0.0198
8017,1981,1,1,83,2,2,0,3,6,0,0,0,0,0,0,0,19,6,2014,2,44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0743,-0.9148,-0.8378,-0.6614,-0.6556,-0.5772,-0.5346,-0.7865,-0.433
3722,1972,1,1,83,2,2,0,3,6,0,0,0,0,0,0,0,16,4,2014,2,53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0643,-0.9264,-0.811,-0.6363,-0.7044,-0.6871,-0.6557,-0.6907,0.0198
7326,1971,0,1,83,1,1,1,3,2,0,0,0,0,0,0,0,23,3,2014,1,54,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829,-0.9015,-0.8021,-0.6363,-0.6556,-0.6504,-0.4861,-0.844,-0.433
2416,1969,0,0,83,1,2,8,9,1,0,0,0,0,0,0,0,3,3,2014,0,56,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0975,1.133,1.4414,-0.0327,1.1214,-0.3941,0.265,-0.844,0.0198
1878,1985,0,0,83,1,2,0,3,7,0,0,0,0,0,0,0,18,2,2014,0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0322,-0.9447,-0.8913,-0.5106,-0.7044,-0.5772,-0.583,-0.6523,-0.433
5278,1964,0,0,83,1,6,9,5,3,0,0,0,1,0,0,0,25,1,2014,0,61,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.4919,0.0091,-0.0076,0.8555,1.8396,0.0954,-0.0771,-0.433
5734,1974,1,1,83,1,2,0,4,5,0,0,0,0,0,0,0,20,11,2013,2,51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0905,-0.855,-0.7665,-0.5609,-0.5803,-0.6504,-0.6073,-0.8249,-0.433
4370,1966,2,1,83,3,2,0,4,6,0,0,0,0,0,0,0,13,11,2013,3,59,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0628,-0.86,-0.8497,-0.6363,-0.598,-0.5772,-0.583,-0.3072,0.0748
8405,1979,1,1,83,2,4,2,5,3,0,0,0,0,0,0,0,30,9,2013,2,46,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1001,-0.4996,-0.502,-0.0327,-0.5138,-0.266,-0.05,0.0379,0.1395
7617,1974,1,1,83,5,2,1,5,5,0,0,0,0,0,0,0,15,8,2013,2,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0611,-0.7354,-0.7041,-0.5357,-0.4695,-0.6321,-0.4619,-0.4798,0.0198
10339,1954,0,1,83,2,4,1,4,6,0,0,0,0,0,0,0,23,6,2013,1,71,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,-0.6623,-0.4247,-0.6614,-0.6423,-0.6871,-0.6557,-0.3839,0.0748
6376,1979,1,0,83,4,4,3,8,4,0,0,0,0,0,0,0,10,6,2013,1,46,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839,-0.101,-0.3356,0.7468,-0.1239,0.2467,-0.4619,1.0733,0.0198
2150,1958,0,1,83,1,8,9,4,4,0,0,0,0,0,0,0,11,5,2013,1,67,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1192,1.4552,1.6524,0.0427,1.0726,0.6495,0.7011,0.2297,3.841
7386,1976,1,0,83,1,1,0,3,7,0,0,0,0,0,0,0,22,4,2013,1,49,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,-0.9347,-0.8527,-0.6614,-0.6778,-0.5589,-0.583,-0.8057,0.1395
3006,1976,1,0,83,1,1,0,3,7,0,0,0,0,0,0,0,22,4,2013,1,49,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,-0.9347,-0.8527,-0.6614,-0.6778,-0.5589,-0.583,-0.8057,0.1395
11088,1971,0,1,83,1,4,9,4,6,0,0,0,0,0,0,0,21,4,2013,1,54,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1157,2.0099,3.2451,-0.6614,0.6871,0.1552,0.1923,-0.5181,0.0748
5185,1955,0,0,83,1,4,3,5,2,0,0,0,0,0,0,0,14,2,2013,0,70,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1091,0.4753,-0.3118,0.9983,0.6561,1.0889,3.5603,-0.0579,-0.433
3523,1962,0,1,83,2,5,4,8,3,0,0,0,0,0,0,0,23,1,2013,1,63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1103,0.7759,0.8293,0.1936,0.6295,-0.6871,-0.1227,1.5526,0.0748
55,1963,0,1,83,4,7,2,9,6,0,0,0,0,0,0,0,7,12,2012,1,62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.082,-0.0146,0.6094,-0.6614,-0.4518,-0.5589,-0.3892,-0.7482,0.0748
3807,1955,0,1,83,3,9,2,9,6,0,0,0,0,0,0,0,30,11,2012,1,70,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0875,0.2661,0.5024,-0.1333,0.0401,-0.3392,-0.1469,0.2297,0.0748
2453,1960,0,1,83,3,5,3,12,5,0,0,0,0,0,0,0,31,8,2012,1,65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0919,0.3541,0.6599,0.0427,-0.1416,-0.504,-0.1469,1.0541,0.0748
7787,1960,0,1,83,3,5,3,12,5,0,0,0,0,0,0,0,31,8,2012,1,65,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919,0.3541,0.6599,0.0427,-0.1416,-0.504,-0.1469,1.0541,0.0748
2230,1970,1,0,84,3,3,1,3,5,0,0,0,0,0,0,0,24,5,2014,1,55,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0329,-0.9347,-0.8229,-0.6112,-0.6778,-0.6871,-0.6557,-0.844,-0.433
8146,1976,1,1,84,1,1,1,2,6,0,0,0,0,0,0,0,11,5,2014,2,49,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0667,-0.9164,-0.814,-0.6614,-0.7044,-0.6504,-0.6557,-0.5756,0.0748
988,1965,0,0,84,1,6,4,7,3,0,0,0,1,0,0,0,7,5,2014,0,60,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1195,0.9752,0.3152,-0.6614,1.8835,2.0044,-0.1227,-0.4222,-0.433
4832,1979,1,0,84,2,2,2,2,7,0,0,0,0,0,0,0,7,3,2014,1,46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0384,-0.8384,-0.8853,-0.5357,-0.6645,-0.6321,-0.0742,0.0379,-0.433
3152,1957,1,1,84,3,2,1,3,5,0,0,0,0,0,0,0,25,2,2014,2,68,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0366,-0.8583,-0.8586,-0.41,-0.6556,-0.5406,-0.2438,-0.4606,0.0748
11188,1957,1,1,84,3,2,1,3,5,0,0,0,0,0,0,0,25,2,2014,2,68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0366,-0.8583,-0.8586,-0.41,-0.6556,-0.5406,-0.2438,-0.4606,0.0748
361,1969,1,1,84,1,1,0,2,7,0,0,0,0,0,0,0,18,2,2014,2,56,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,-0.9729,-0.8883,-0.6363,-0.7088,-0.6504,-0.6315,-0.7674,-0.433
5939,1971,1,1,84,4,3,1,3,5,0,0,0,0,0,0,0,17,1,2014,2,54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0549,-0.8035,-0.7754,-0.5357,-0.6157,-0.5589,-0.5104,-0.2113,0.0748
9349,1985,0,0,84,1,6,5,11,2,0,0,1,1,0,0,0,19,12,2013,0,40,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1366,0.8723,1.1561,-0.1333,-0.2169,1.327,2.9061,-0.0388,-0.433
819,1945,0,0,84,1,6,5,13,3,0,0,0,0,0,0,0,5,11,2013,0,80,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0926,0.8258,0.6064,2.4569,0.3636,0.2284,0.265,1.7252,3.841
10120,1955,0,1,84,2,3,1,6,5,0,0,0,0,0,0,0,24,10,2013,1,70,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056,-0.5793,-0.5585,-0.5106,-0.3764,-0.5772,-0.5104,-0.0579,0.0748
4541,1955,0,1,84,2,3,1,6,5,0,0,0,0,0,0,0,24,10,2013,1,70,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,-0.5793,-0.5585,-0.5106,-0.3764,-0.5772,-0.5104,-0.0579,0.0748
2456,1975,0,1,84,5,2,1,5,6,0,0,0,0,0,0,0,14,10,2013,1,50,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0579,-0.7587,-0.6654,-0.5609,-0.536,-0.6871,-0.2438,-0.8057,-0.433
2516,1969,1,1,84,2,1,2,2,4,0,0,0,0,0,0,0,8,6,2013,2,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0678,-0.8766,-0.8378,-0.6112,-0.6955,-0.5772,-0.5588,-0.1922,-0.433
11013,1987,0,0,84,1,2,8,6,1,0,0,0,0,0,0,0,31,3,2013,0,38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0991,0.5517,0.0953,0.0427,0.5098,2.6819,0.6527,0.1913,0.0748
9988,1976,0,1,84,3,6,3,13,4,0,0,0,0,0,0,0,3,3,2013,1,49,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.4222,0.7401,-0.0327,-0.1106,0.503,0.9677,-0.6907,0.0198
1627,1957,0,0,84,1,5,7,9,4,0,0,0,1,0,0,0,26,1,2013,0,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1136,0.3043,0.3092,0.8726,-0.2568,0.1918,2.3003,-0.0579,0.1395
1490,1962,0,1,84,5,10,3,8,8,0,0,0,0,0,0,0,28,11,2012,1,63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0813,0.4122,1.1026,-0.6614,-0.3631,-0.504,-0.4861,0.6323,-0.433
6710,1951,2,1,84,1,2,0,4,6,0,0,0,0,0,0,0,17,11,2012,3,74,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.085,-0.8351,-0.7011,-0.6363,-0.6822,-0.6321,-0.5346,-0.5948,0.0198
7375,1976,0,1,84,2,8,2,4,8,0,0,0,0,0,0,0,25,10,2012,1,49,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0747,-0.0495,-0.0206,-0.4854,-0.3897,-0.6871,-0.3892,2.6455,0.0748
10144,1976,0,1,84,2,8,2,4,8,0,0,0,0,0,0,0,25,10,2012,1,49,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0747,-0.0495,-0.0206,-0.4854,-0.3897,-0.6871,-0.3892,2.6455,0.0748
3138,1956,0,0,84,0,7,9,6,4,0,1,1,1,1,1,0,20,10,2012,0,69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1346,1.7774,3.0312,0.0175,-0.2125,0.6129,1.9611,-0.3264,0.0198
1440,1978,0,0,84,2,9,5,9,7,0,0,0,0,0,0,0,4,9,2012,0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0764,0.9022,0.1874,-0.2339,0.3281,1.2171,3.8995,3.6042,0.0748
4200,1970,1,0,85,4,4,1,6,5,0,0,0,0,0,0,0,17,6,2014,1,55,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0638,-0.5494,-0.4069,-0.6112,-0.4651,-0.2476,-0.3407,-0.7098,-0.433
4998,1962,0,0,85,1,4,5,4,2,0,0,0,1,0,0,0,23,5,2014,0,63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1118,0.7095,-0.0355,0.093,1.0992,0.4664,0.1439,2.9906,0.0748
7321,1962,0,0,85,1,4,5,4,2,0,0,0,1,0,0,0,23,5,2014,0,63,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1118,0.7095,-0.0355,0.093,1.0992,0.4664,0.1439,2.9906,0.0748
8663,1974,1,1,85,1,1,0,2,6,0,0,0,0,0,0,0,22,5,2014,2,51,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,-0.9812,-0.8705,-0.6614,-0.7265,-0.6871,-0.6557,-0.8249,0.1395
1958,1973,0,1,85,6,8,2,9,5,0,0,0,0,0,0,0,21,3,2014,1,52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0801,0.09,0.8263,-0.6614,-0.4518,-0.6871,-0.6557,-0.5948,0.0748
6963,1947,0,0,85,1,2,5,10,1,0,0,1,0,0,0,0,5,3,2014,0,78,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1139,0.9154,1.1026,-0.3848,1.0327,-0.4124,0.4346,-0.6331,0.0198
1065,1963,0,0,85,1,5,8,5,2,0,0,0,0,0,0,0,29,12,2013,0,62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1188,2.1793,0.752,2.5826,3.6206,2.8466,0.2408,-0.4989,0.0198
2712,1956,0,1,85,1,6,3,10,3,0,0,0,0,0,0,0,25,12,2013,1,69,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1055,0.1814,-0.3564,3.8149,0.049,1.1988,0.2892,-0.2113,-0.433
6049,1982,0,0,85,1,7,8,11,3,1,0,0,1,0,0,0,5,12,2013,0,43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1079,1.99,2.4904,0.6211,1.0992,0.9608,1.0161,-0.1346,0.0748
6605,1944,0,0,85,1,9,4,6,7,0,1,0,0,0,0,0,27,11,2013,0,81,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.081,0.1266,0.5945,-0.3345,-0.1593,-0.5406,-0.6557,-0.3455,0.1395
11181,1949,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,29,8,2013,0,76,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334,-0.9928,-0.8972,-0.6363,-0.731,-0.6688,-0.6315,-0.8249,-0.433
5234,1967,1,1,85,2,1,1,3,5,0,0,0,0,0,0,0,11,7,2013,2,58,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436,-0.8716,-0.8675,-0.5357,-0.629,-0.6871,-0.4377,-0.2688,0.0748
5253,1956,1,1,85,6,4,2,4,7,0,0,0,0,0,0,0,9,7,2013,2,69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0795,-0.6291,-0.4723,-0.3345,-0.536,-0.3758,-0.6073,-0.7674,0.0748
11148,1975,1,0,85,1,1,0,2,8,0,0,0,0,0,0,0,19,5,2013,1,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0309,-0.9845,-0.8972,-0.6363,-0.7221,-0.6321,-0.6315,-0.8057,0.0748
6289,1951,1,1,85,2,3,1,4,5,0,0,0,0,0,0,0,28,4,2013,2,74,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0867,-0.6989,-0.502,-0.6614,-0.6955,-0.6871,-0.5588,-0.1538,0.0748
9743,1955,0,1,85,2,11,8,8,6,0,0,1,0,0,0,0,11,1,2013,1,70,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1132,2.166,3.4026,1.5767,-0.0264,0.5763,0.1923,1.2075,-0.433
9209,1971,0,0,85,1,4,6,13,2,0,0,0,0,0,0,0,14,10,2012,0,54,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1186,1.5914,1.5603,2.809,1.1657,0.4115,1.5734,-0.5564,0.0748
6417,1971,0,0,85,1,4,6,13,2,0,0,0,0,0,0,0,14,10,2012,0,54,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1186,1.5914,1.5603,2.809,1.1657,0.4115,1.5734,-0.5564,0.0748
7937,1982,0,0,86,1,3,0,3,7,0,0,0,0,0,0,0,18,4,2014,0,43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0346,-0.9098,-0.8735,-0.4854,-0.629,-0.5772,-0.583,-0.7098,-0.433
6488,1959,0,1,86,1,3,2,2,5,0,0,0,0,0,0,0,6,4,2014,1,66,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0558,-0.8417,-0.6773,-0.6614,-0.7088,-0.6871,-0.6557,-0.5373,-0.433
3194,1974,0,0,86,1,4,4,10,1,0,0,0,0,0,0,0,5,4,2014,0,51,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1049,1.0367,0.3211,-0.3597,1.6797,0.7411,3.7541,-0.844,0.0198
231,1956,1,1,86,2,2,0,3,5,0,0,0,0,0,0,0,11,3,2014,2,69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0408,-0.953,-0.8318,-0.6614,-0.7088,-0.6871,-0.6557,-0.8249,0.0748
9697,1951,0,2,86,3,7,2,8,6,0,0,0,0,0,0,0,6,3,2014,2,74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0783,-0.106,0.0923,0.3948,-0.177,-0.1744,-0.5346,-0.7482,-0.433
4676,1951,0,2,86,2,9,6,8,5,0,0,0,0,0,0,0,5,3,2014,2,74,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1082,1.809,0.9154,1.627,1.5645,4.0368,1.9369,1.2075,3.841
8079,1982,1,0,86,3,2,1,3,3,0,0,0,0,0,0,0,26,2,2014,1,43,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0312,-0.9148,-0.8943,-0.6363,-0.7044,-0.266,-0.6073,-0.4989,-0.433
10032,1976,1,0,86,4,3,1,3,6,0,0,0,0,0,0,0,18,1,2014,1,49,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0163,-0.9181,-0.8943,-0.5357,-0.6778,-0.6504,-0.365,-0.5181,0.1395
10505,1960,0,0,86,1,3,4,7,2,0,0,0,0,0,0,0,26,12,2013,0,65,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1074,0.6564,1.2988,-0.1836,-0.0574,0.2284,-0.4377,-0.3072,0.0748
2005,1990,1,0,86,2,2,0,4,6,0,0,0,0,0,0,0,11,12,2013,1,35,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,-0.8816,-0.8378,-0.586,-0.6069,-0.6871,-0.5346,-0.5564,-0.433
6940,1966,1,2,86,4,3,2,3,6,1,0,0,0,0,0,0,21,10,2013,3,59,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0677,-0.6358,-0.606,-0.6363,-0.567,-0.5772,-0.6315,0.6131,0.0198
2304,1963,0,1,86,2,6,3,12,4,0,0,0,0,0,0,0,16,9,2013,1,62,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0971,0.2727,0.9541,-0.4854,-0.3011,-0.504,-0.1227,-0.7098,0.0748
3170,1957,0,0,86,1,4,4,6,2,0,0,0,0,0,0,0,31,8,2013,0,68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0999,0.7244,0.2528,0.9983,1.0682,-0.0096,0.7254,0.7857,0.0748
10466,1965,1,1,86,2,1,0,4,4,0,0,0,0,0,0,0,22,8,2013,2,60,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0642,-0.9065,-0.8318,-0.6112,-0.6512,-0.6504,-0.6073,-0.6523,-0.433
7325,1986,1,0,86,1,1,0,3,5,0,0,0,0,0,0,0,29,6,2013,1,39,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0548,-0.9397,-0.8348,-0.6614,-0.6911,-0.6504,-0.6315,-0.7865,0.0748
455,1946,0,0,86,1,4,1,4,6,0,0,0,0,0,0,0,18,4,2013,0,79,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0741,-0.659,-0.6001,-0.4351,-0.4606,-0.6504,-0.4377,-0.3839,-0.433
